user_id,username,company_name,subscription_type,country,signup_date
2872,iris_p_2872,Unknowm,Free,India,2023-01-01 00:00:00.000000
2873,bob.smith_2873,Tyrell Corp,Enterprise,India,2024-01-21 00:00:00.000000
2874,frank_g_2874,Hooli,Free,Brazil,2022-10-24 00:00:00.000000
2875,henry.m_2875,Stark Industries,Basic,Brazil,2022-11-20 00:00:00.000000
2876,alice_w_2876,Acme Corp,Premium,United States,2025-12-12 00:00:00.000000
2877,david.l_2877,Stark Industries,Basic,Japan,2023-12-29 07:11:03.040791
2878,charlie_k_2878,Hooli,Enterprise,Japan,2025-08-19 00:00:00.000000
2879,iris_p_2879,Globex,Basic,Brazil,2025-03-10 00:00:00.000000
2880,david.l_2880,Vehement Capital,Enterprise,France,2025-02-03 00:00:00.000000
2881,charlie_k_2881,Unknowm,Free,Singapore,2023-10-20 00:00:00.000000
2882,bob.smith_2882,Stark Industries,Premium,United States,2025-04-23 00:00:00.000000
2883,iris_p_2883,Hooli,Enterprise,India,2022-05-15 00:00:00.000000
2884,frank_g_2884,Umbrella Corp,Free,Japan,2025-04-30 00:00:00.000000
2885,jack_r_2885,Hooli,Enterprise,France,2025-08-17 00:00:00.000000
2886,grace_h_2886,Wayne Enterprises,Enterprise,United States,2022-05-09 00:00:00.000000
2887,david.l_2887,Hooli,Enterprise,United States,2023-02-22 00:00:00.000000
2888,grace_h_2888,Hooli,Basic,United Kingdom,2022-06-17 00:00:00.000000
2889,alice_w_2889,Globex,Basic,Australia,2022-03-18 00:00:00.000000
2890,david.l_2890,Acme Corp,Enterprise,India,2023-05-31 00:00:00.000000
2891,bob.smith_2891,Acme Corp,Premium,Brazil,2025-05-06 00:00:00.000000
2892,henry.m_2892,Globex,Free,India,2022-09-21 00:00:00.000000
2893,charlie_k_2893,Globex,Free,Australia,2025-02-21 00:00:00.000000
2894,iris_p_2894,Globex,Basic,France,2022-12-05 00:00:00.000000
2895,charlie_k_2895,Initech,Basic,Brazil,2025-01-30 00:00:00.000000
2896,grace_h_2896,Initech,Enterprise,Brazil,2023-02-26 00:00:00.000000
2897,bob.smith_1617,Acme Corp,Enterprise,Germany,2025-07-11 00:00:00.000000
2898,grace_h_2898,Stark Industries,Enterprise,Japan,2023-07-20 00:00:00.000000
2899,grace_h_2899,Stark Industries,Basic,Australia,2023-07-27 00:00:00.000000
2900,jack_r_2900,Cyberdyne Systems,Unknown,India,2023-08-21 00:00:00.000000
2901,bob.smith_2901,Globex,Premium,India,2023-09-26 00:00:00.000000
2902,emma.v_2902,Acme Corp,Free,Singapore,2022-04-11 00:00:00.000000
2903,david.l_2903,Tyrell Corp,Basic,Germany,2025-01-19 00:00:00.000000
2904,jack_r_2904,Initech,Premium,United States,2025-05-05 00:00:00.000000
2905,henry.m_2905,Stark Industries,Premium,United Kingdom,2022-10-01 00:00:00.000000
2906,henry.m_2906,Wayne Enterprises,Basic,France,2024-10-08 00:00:00.000000
2907,henry.m_2907,Cyberdyne Systems,Basic,France,2024-07-22 00:00:00.000000
2908,grace_h_2908,Globex,Basic,Canada,2022-02-21 00:00:00.000000
2909,grace_h_2909,Wayne Enterprises,Basic,Japan,2025-05-30 00:00:00.000000
2910,frank_g_2910,Globex,Basic,France,2024-05-04 00:00:00.000000
2911,grace_h_2911,Initech,Free,United Kingdom,2023-07-19 00:00:00.000000
2912,iris_p_2912,Tyrell Corp,Basic,Germany,2023-05-27 00:00:00.000000
2913,frank_g_2913,Tyrell Corp,Basic,India,2025-10-06 00:00:00.000000
2914,bob.smith_2914,Umbrella Corp,Enterprise,India,2023-08-10 00:00:00.000000
2915,alice_w_2915,Initech,Basic,Canada,2025-09-04 00:00:00.000000
2916,alice_w_2916,Wayne Enterprises,Premium,United Kingdom,2023-03-08 00:00:00.000000
2917,david.l_2917,Vehement Capital,Basic,Singapore,2022-08-21 00:00:00.000000
2918,david.l_2918,Acme Corp,Free,France,2023-12-29 07:11:03.040791
2919,jack_r_2919,Initech,Enterprise,France,2022-10-04 00:00:00.000000
2920,iris_p_491,Globex,Enterprise,United States,2023-11-26 00:00:00.000000
2921,emma.v_2921,Acme Corp,Enterprise,Australia,2023-08-11 00:00:00.000000
2922,alice_w_2922,Globex,Basic,United Kingdom,2023-01-21 00:00:00.000000
2923,henry.m_2923,Cyberdyne Systems,Free,France,2024-09-14 00:00:00.000000
2924,iris_p_2924,Wayne Enterprises,Basic,United Kingdom,2024-05-04 00:00:00.000000
2925,grace_h_2925,Umbrella Corp,Premium,Japan,2025-07-29 00:00:00.000000
2926,henry.m_2926,Wayne Enterprises,Premium,Brazil,2025-07-18 00:00:00.000000
2927,henry.m_2927,Wayne Enterprises,Premium,Singapore,2024-01-09 00:00:00.000000
2928,grace_h_2928,Acme Corp,Basic,Australia,2024-01-15 00:00:00.000000
2929,iris_p_2929,Initech,Standard,United Kingdom,2025-08-25 00:00:00.000000
2930,frank_g_2930,Stark Industries,Enterprise,Germany,2025-05-26 00:00:00.000000
2931,jack_r_2931,Acme Corp,Basic,United Kingdom,2023-02-18 00:00:00.000000
2932,grace_h_2932,Initech,Basic,United States,2025-10-24 00:00:00.000000
2933,bob.smith_2933,Acme Corp,Basic,Japan,2023-11-11 00:00:00.000000
2934,henry.m_2934,Stark Industries,Free,France,2023-06-08 00:00:00.000000
2935,bob.smith_2935,Hooli,Premium,France,2022-01-09 00:00:00.000000
2936,henry.m_2936,Umbrella Corp,Premium,Germany,2024-07-19 00:00:00.000000
2937,emma.v_2937,Tyrell Corp,Basic,India,2025-08-19 00:00:00.000000
2938,frank_g_2055,Hooli,Enterprise,France,2023-12-10 00:00:00.000000
2939,emma.v_2939,Initech,Premium,France,2024-07-06 00:00:00.000000
2940,alice_w_2940,Umbrella Corp,Basic,India,2022-07-10 00:00:00.000000
2941,iris_p_2941,Initech,Free,Singapore,2022-12-01 00:00:00.000000
2942,jack_r_2942,Tyrell Corp,Free,Canada,2023-08-07 00:00:00.000000
2943,alice_w_2943,Cyberdyne Systems,Basic,Australia,2024-04-05 00:00:00.000000
2944,jean-luc_2944,Cyberdyne Systems,Basic,Germany,2023-09-15 00:00:00.000000
2945,bob.smith_2945,Cyberdyne Systems,Premium,Japan,2023-06-24 00:00:00.000000
2946,henry.m_2946,Tyrell Corp,Free,India,2024-05-30 00:00:00.000000
2947,henry.m_2947,Wayne Enterprises,Enterprise,India,2023-02-11 00:00:00.000000
2948,charlie_k_2948,Globex,Basic,India,2024-10-02 00:00:00.000000
2949,renee_s_2949,Initech,Basic,Unknown,2025-09-17 00:00:00.000000
2950,charlie_k_2950,Globex,Free,France,2025-01-30 00:00:00.000000
2951,david.l_2951,Acme Corp,Free,United States,2025-07-09 00:00:00.000000
2952,frank_g_2952,Hooli,Free,Canada,2023-12-29 07:11:03.040791
2953,grace_h_2953,Vehement Capital,Enterprise,Singapore,2022-04-10 00:00:00.000000
2954,jack_r_2954,Globex,Basic,Germany,2023-09-12 00:00:00.000000
2955,bob.smith_2955,Tyrell Corp,Enterprise,Brazil,2023-08-08 00:00:00.000000
2956,emma.v_2956,Wayne Enterprises,Enterprise,Japan,2023-08-24 00:00:00.000000
2957,david.l_2957,Hooli,Free,United Kingdom,2024-04-22 00:00:00.000000
2958,cléo.b_2958,Unknowm,Enterprise,Germany,2023-01-06 00:00:00.000000
2959,alice_w_2959,Initech,Premium,United States,2023-12-29 07:11:03.040791
2960,grace_h_2960,Globex,Enterprise,United Kingdom,2022-01-14 00:00:00.000000
2961,henry.m_2961,Hooli,Enterprise,Brazil,2022-12-29 00:00:00.000000
2962,alice_w_2962,Initech,Premium,Unknown,2022-09-20 00:00:00.000000
2963,emma.v_2963,Unknowm,Basic,India,2025-05-08 00:00:00.000000
2964,alice_w_2964,Globex,Premium,India,2025-02-03 00:00:00.000000
2965,alice_w_2965,Acme Corp,Enterprise,United Kingdom,2023-12-29 07:11:03.040791
2966,jack_r_2966,Hooli,Basic,India,2023-03-17 00:00:00.000000
2967,müller_a_2967,Wayne Enterprises,Enterprise,Singapore,2022-04-25 00:00:00.000000
2968,bob.smith_2968,Unknowm,Enterprise,United Kingdom,2023-02-28 00:00:00.000000
2969,jack_r_2969,Wayne Enterprises,Basic,Japan,2022-04-17 00:00:00.000000
2970,grace_h_2970,Initech,Basic,United Kingdom,2023-01-29 00:00:00.000000
2971,iris_p_2971,Umbrella Corp,Premium,Australia,2025-08-06 00:00:00.000000
2972,grace_h_2972,Vehement Capital,Free,Brazil,2024-11-02 00:00:00.000000
2973,iris_p_2973,Hooli,Premium,India,2025-08-18 00:00:00.000000
2974,jack_r_2974,Wayne Enterprises,Premium,France,2025-12-16 00:00:00.000000
2975,henry.m_2975,Initech,Basic,Canada,2023-11-30 00:00:00.000000
2976,iris_p_2976,Hooli,Basic,United States,2024-01-15 00:00:00.000000
2977,henry.m_2977,Umbrella Corp,Basic,Japan,2023-12-29 07:11:03.040791
2978,alice_w_2978,Hooli,Premium,United Kingdom,2023-06-15 00:00:00.000000
2979,alice_w_2979,Wayne Enterprises,Free,Canada,2023-03-07 00:00:00.000000
2980,iris_p_2980,Initech,Basic,United States,2023-12-29 07:11:03.040791
2981,henry.m_2981,Wayne Enterprises,Enterprise,United States,2024-01-21 00:00:00.000000
2982,grace_h_2982,Tyrell Corp,Free,Canada,2023-01-27 00:00:00.000000
2983,alice_w_2983,Hooli,Enterprise,United States,2023-06-19 00:00:00.000000
2984,iris_p_2984,Vehement Capital,Enterprise,Australia,2022-07-21 00:00:00.000000
2985,alice_w_2985,Stark Industries,Basic,Australia,2023-11-18 00:00:00.000000
2986,iris_p_2986,Unknowm,Free,Japan,2023-08-11 00:00:00.000000
2987,iris_p_2987,Cyberdyne Systems,Premium,Singapore,2022-10-18 00:00:00.000000
2988,henry.m_2988,Hooli,Enterprise,Germany,2023-03-15 00:00:00.000000
2989,jack_r_2989,Hooli,Premium,Germany,2022-12-26 00:00:00.000000
2990,emma.v_2990,Stark Industries,Basic,India,2024-05-19 00:00:00.000000
2991,david.l_2991,Cyberdyne Systems,Enterprise,Japan,2022-11-07 00:00:00.000000
2992,bob.smith_2992,Stark Industries,Premium,India,2022-10-07 00:00:00.000000
2993,jack_r_2993,Umbrella Corp,Premium,Brazil,2023-05-09 00:00:00.000000
2994,grace_h_2994,Cyberdyne Systems,Free,India,2022-12-23 00:00:00.000000
2995,jack_r_2995,Cyberdyne Systems,Enterprise,Germany,2023-06-29 00:00:00.000000
2996,david.l_2996,Initech,Basic,United States,2024-01-08 00:00:00.000000
2997,iris_p_2997,Tyrell Corp,Basic,France,2024-06-17 00:00:00.000000
2998,henry.m_2998,Initech,Premium,Germany,2023-01-09 00:00:00.000000
2999,charlie_k_2999,Stark Industries,Premium,United States,2022-05-17 00:00:00.000000
3000,frank_g_3000,Acme Corp,Free,Germany,2022-11-27 00:00:00.000000
3001,frank_g_3001,Globex,Basic,Australia,2022-07-18 00:00:00.000000
3002,iris_p_1823,Cyberdyne Systems,Enterprise,Germany,2022-06-25 00:00:00.000000
3003,bob.smith_3003,Tyrell Corp,Premium,United States,2024-03-13 00:00:00.000000
3004,david.l_3004,Umbrella Corp,Enterprise,Japan,2022-09-30 00:00:00.000000
3005,david.l_3005,Wayne Enterprises,Premium,France,2022-11-15 00:00:00.000000
3006,frank_g_3006,Hooli,Premium,Australia,2023-07-12 00:00:00.000000
3007,henry.m_3007,Wayne Enterprises,Enterprise,Japan,2025-09-30 00:00:00.000000
3008,charlie_k_3008,Stark Industries,Free,France,2023-02-07 00:00:00.000000
3009,alice_w_3009,Initech,Enterprise,Japan,2023-05-08 00:00:00.000000
3010,alice_w_3010,Acme Corp,Free,Japan,2023-12-19 00:00:00.000000
3011,henry.m_3011,Initech,Corporate,India,2025-08-18 00:00:00.000000
3012,david.l_3012,Hooli,Premium,France,2023-02-24 00:00:00.000000
3013,grace_h_3013,Stark Industries,Basic,India,2024-02-10 00:00:00.000000
3014,emma.v_3014,Hooli,Enterprise,United States,2025-04-04 00:00:00.000000
3015,charlie_k_3015,Wayne Enterprises,Free,Germany,2024-05-10 00:00:00.000000
3016,charlie_k_3016,Globex,Premium,Germany,2025-11-03 00:00:00.000000
3017,renee_s_3017,Tyrell Corp,Basic,United States,2025-05-13 00:00:00.000000
3018,frank_g_3018,Globex,Unknown,Unknown,2023-12-05 00:00:00.000000
3019,henry.m_3019,Hooli,Free,France,2023-06-23 00:00:00.000000
3020,grace_h_3020,Wayne Enterprises,Premium,United Kingdom,2025-04-13 00:00:00.000000
3021,jack_r_3021,Globex,Enterprise,Singapore,2022-04-12 00:00:00.000000
3022,bob.smith_3022,Tyrell Corp,Basic,United Kingdom,2025-01-03 00:00:00.000000
3023,frank_g_3023,Globex,Free,India,2024-01-18 00:00:00.000000
3024,emma.v_3024,Wayne Enterprises,Free,United Kingdom,2024-11-07 00:00:00.000000
3025,charlie_k_3025,Wayne Enterprises,Premium,Canada,2022-06-21 00:00:00.000000
3026,frank_g_3026,Wayne Enterprises,Premium,India,2024-06-24 00:00:00.000000
3027,jack_r_3027,Acme Corp,Basic,United States,2022-12-14 00:00:00.000000
3028,cléo.b_3028,Stark Industries,Free,United Kingdom,2025-12-02 00:00:00.000000
3029,jack_r_3029,Initech,Basic,Japan,2022-12-04 00:00:00.000000
3030,müller_a_3030,Vehement Capital,Free,Canada,2024-09-23 00:00:00.000000
3031,jack_r_3031,Hooli,Basic,Singapore,2022-08-29 00:00:00.000000
3032,müller_a_3032,Wayne Enterprises,Enterprise,Germany,2023-11-01 00:00:00.000000
3033,alice_w_3033,Wayne Enterprises,Free,Singapore,2022-09-08 00:00:00.000000
3034,alice_w_3034,Tyrell Corp,Free,United Kingdom,2023-04-19 00:00:00.000000
3035,frank_g_3035,Hooli,Enterprise,Australia,2023-12-29 07:11:03.040791
3036,grace_h_3036,Umbrella Corp,Basic,France,2023-12-05 00:00:00.000000
3037,emma.v_3037,Stark Industries,Basic,Singapore,2022-12-21 00:00:00.000000
3038,grace_h_3038,Globex,Enterprise,Japan,2024-08-06 00:00:00.000000
3039,grace_h_3039,Stark Industries,Enterprise,Germany,2022-10-30 00:00:00.000000
3040,iris_p_3040,Umbrella Corp,Unknown,United Kingdom,2024-09-18 00:00:00.000000
3041,charlie_k_3041,Hooli,Free,Canada,2022-06-10 00:00:00.000000
3042,jack_r_3042,Hooli,Basic,Brazil,2025-01-05 00:00:00.000000
3043,emma.v_3043,Initech,Free,France,2023-12-02 00:00:00.000000
3044,david.l_3044,Umbrella Corp,Premium,Australia,2023-09-01 00:00:00.000000
3045,frank_g_3045,Umbrella Corp,Enterprise,United Kingdom,2023-03-23 00:00:00.000000
3046,grace_h_3046,Stark Industries,Basic,Germany,2023-08-04 00:00:00.000000
3047,david.l_3047,Acme Corp,Premium,Brazil,2023-12-20 00:00:00.000000
3048,jack_r_3048,Acme Corp,Free,Brazil,2023-08-06 00:00:00.000000
3049,emma.v_3049,Stark Industries,Basic,France,2025-09-02 00:00:00.000000
3050,grace_h_3050,Cyberdyne Systems,Premium,Japan,2022-05-05 00:00:00.000000
3051,iris_p_3051,Cyberdyne Systems,Free,Singapore,2023-05-02 00:00:00.000000
3052,jack_r_3052,Unknowm,Enterprise,Singapore,2024-09-28 00:00:00.000000
3053,grace_h_3053,Vehement Capital,Free,Singapore,2023-08-13 00:00:00.000000
3054,frank_g_3054,Globex,Free,Brazil,2024-08-11 00:00:00.000000
3055,cléo.b_3055,Wayne Enterprises,Premium,India,2022-12-24 00:00:00.000000
3056,jack_r_3056,Stark Industries,Free,Australia,2024-03-25 00:00:00.000000
3057,david.l_3057,Vehement Capital,Unknown,Singapore,2024-03-11 00:00:00.000000
3058,frank_g_3058,Wayne Enterprises,Free,Brazil,2025-02-16 00:00:00.000000
3059,iris_p_3059,Initech,Basic,Japan,2022-01-04 00:00:00.000000
3060,frank_g_3060,Vehement Capital,Basic,Brazil,2025-06-24 00:00:00.000000
3061,emma.v_3061,Hooli,Free,India,2022-10-10 00:00:00.000000
3062,david.l_3062,Cyberdyne Systems,Premium,Australia,2022-06-01 00:00:00.000000
3063,alice_w_3063,Umbrella Corp,Standard,Canada,2025-06-30 00:00:00.000000
3064,jack_r_3064,Stark Industries,Free,Brazil,2022-05-07 00:00:00.000000
3065,bob.smith_2632,Vehement Capital,Basic,United States,2023-12-02 00:00:00.000000
3066,grace_h_3066,Wayne Enterprises,Enterprise,France,2024-06-28 00:00:00.000000
3067,emma.v_3067,Umbrella Corp,Free,United States,2025-01-07 00:00:00.000000
3068,grace_h_3068,Umbrella Corp,Enterprise,India,2023-02-18 00:00:00.000000
3069,grace_h_3069,Globex,Basic,Japan,2023-09-05 00:00:00.000000
3070,jack_r_3070,Tyrell Corp,Free,India,2022-06-16 00:00:00.000000
3071,iris_p_3071,Stark Industries,Premium,India,2023-09-07 00:00:00.000000
3072,emma.v_3072,Vehement Capital,Basic,India,2025-06-30 00:00:00.000000
3073,alice_w_3073,Tyrell Corp,Standard,Brazil,2024-02-04 00:00:00.000000
3074,jack_r_3074,Hooli,Standard,Australia,2025-12-27 00:00:00.000000
3075,david.l_3075,Cyberdyne Systems,Free,United States,2022-01-14 00:00:00.000000
3076,grace_h_3076,Vehement Capital,Enterprise,United States,2025-03-09 00:00:00.000000
3077,grace_h_3077,Initech,Free,United Kingdom,2022-12-07 00:00:00.000000
3078,henry.m_3078,Stark Industries,Premium,India,2023-07-02 00:00:00.000000
3079,renee_s_3079,Hooli,Premium,United Kingdom,2025-04-14 00:00:00.000000
3080,iris_p_3080,Unknowm,Unknown,Japan,2024-10-31 00:00:00.000000
3081,david.l_3081,Globex,Basic,United States,2022-09-19 00:00:00.000000
3082,emma.v_3082,Vehement Capital,Premium,United States,2025-01-22 00:00:00.000000
3083,alice_w_3083,Vehement Capital,Basic,Germany,2025-04-18 00:00:00.000000
3084,alice_w_3084,Initech,Basic,Brazil,2022-01-13 00:00:00.000000
3085,alice_w_3085,Hooli,Premium,Japan,2025-05-15 00:00:00.000000
3086,david.l_3086,Initech,Free,Australia,2025-09-26 00:00:00.000000
3087,alice_w_3087,Vehement Capital,Premium,United Kingdom,2024-03-07 00:00:00.000000
3088,alice_w_3088,Initech,Basic,Canada,2024-09-22 00:00:00.000000
3089,henry.m_3089,Umbrella Corp,Premium,India,2025-07-25 00:00:00.000000
3090,grace_h_3090,Acme Corp,Basic,Japan,2023-08-23 00:00:00.000000
3091,emma.v_3091,Wayne Enterprises,Premium,Japan,2024-07-30 00:00:00.000000
3092,frank_g_3092,Stark Industries,Free,United Kingdom,2024-07-26 00:00:00.000000
3093,david.l_3093,Initech,Enterprise,France,2024-02-24 00:00:00.000000
3094,emma.v_3094,Vehement Capital,Free,Unknown,2025-07-03 00:00:00.000000
3095,grace_h_3095,Cyberdyne Systems,Premium,United States,2024-10-01 00:00:00.000000
3096,henry.m_3096,Wayne Enterprises,Enterprise,United States,2023-05-27 00:00:00.000000
3097,david.l_3097,Cyberdyne Systems,Basic,Germany,2022-11-23 00:00:00.000000
3098,jack_r_3098,Acme Corp,Enterprise,France,2023-09-27 00:00:00.000000
3099,jack_r_3099,Wayne Enterprises,Enterprise,Australia,2025-05-20 00:00:00.000000
3100,david.l_3100,Umbrella Corp,Premium,Australia,2024-05-06 00:00:00.000000
3101,jack_r_3101,Stark Industries,Enterprise,Germany,2024-09-09 00:00:00.000000
3102,emma.v_3102,Umbrella Corp,Premium,United States,2022-11-25 00:00:00.000000
3103,bob.smith_3103,Wayne Enterprises,Free,France,2024-08-02 00:00:00.000000
3104,alice_w_3104,Initech,Premium,Brazil,2024-04-22 00:00:00.000000
3105,frank_g_3105,Hooli,Free,France,2022-12-29 00:00:00.000000
3106,jean-luc_3106,Cyberdyne Systems,Enterprise,United Kingdom,2025-06-29 00:00:00.000000
3107,alice_w_3107,Vehement Capital,Free,Singapore,2023-12-03 00:00:00.000000
3108,alice_w_3108,Wayne Enterprises,Enterprise,France,2025-08-16 00:00:00.000000
3109,alice_w_3109,Hooli,Enterprise,United States,2025-11-22 00:00:00.000000
3110,frank_g_3110,Globex,Premium,Singapore,2025-02-14 00:00:00.000000
3111,alice_w_3111,Tyrell Corp,Free,Singapore,2025-07-24 00:00:00.000000
3112,frank_g_3112,Unknowm,Enterprise,Singapore,2025-04-05 00:00:00.000000
3113,iris_p_3113,Wayne Enterprises,Enterprise,Brazil,2023-09-22 00:00:00.000000
3114,grace_h_3114,Globex,Free,Canada,2024-05-22 00:00:00.000000
3115,frank_g_3115,Umbrella Corp,Free,Brazil,2025-01-24 00:00:00.000000
3116,iris_p_3116,Acme Corp,Enterprise,Brazil,2022-07-19 00:00:00.000000
3117,david.l_3117,Acme Corp,Free,India,2022-08-01 00:00:00.000000
3118,charlie_k_3118,Acme Corp,Premium,Singapore,2022-05-27 00:00:00.000000
3119,grace_h_3119,Tyrell Corp,Premium,Canada,2024-05-20 00:00:00.000000
3120,iris_p_3120,Vehement Capital,Free,Singapore,2025-04-22 00:00:00.000000
3121,alice_w_3121,Acme Corp,Basic,Australia,2025-04-11 00:00:00.000000
3122,henry.m_3122,Globex,Premium,India,2024-12-21 00:00:00.000000
3123,jack_r_3123,Acme Corp,Basic,India,2025-08-03 00:00:00.000000
3124,charlie_k_3124,Stark Industries,Enterprise,France,2022-06-22 00:00:00.000000
3125,jean-luc_3125,Umbrella Corp,Enterprise,Brazil,2024-06-24 00:00:00.000000
3126,emma.v_3126,Cyberdyne Systems,Free,Brazil,2022-08-17 00:00:00.000000
3127,henry.m_3127,Vehement Capital,Basic,Germany,2022-05-21 00:00:00.000000
3128,henry.m_3128,Vehement Capital,Basic,Canada,2024-05-14 00:00:00.000000
3129,iris_p_3129,Stark Industries,Free,Germany,2024-03-01 00:00:00.000000
3130,iris_p_3130,Tyrell Corp,Premium,United States,2022-11-14 00:00:00.000000
3131,david.l_3131,Stark Industries,Basic,India,2022-08-02 00:00:00.000000
3132,charlie_k_3132,Stark Industries,Enterprise,Canada,2024-03-21 00:00:00.000000
3133,alice_w_2705,Stark Industries,Premium,India,2025-10-26 00:00:00.000000
3134,bob.smith_3134,Cyberdyne Systems,Free,Brazil,2024-12-23 00:00:00.000000
3135,grace_h_3135,Globex,Basic,United Kingdom,2022-06-18 00:00:00.000000
3136,emma.v_3136,Umbrella Corp,Premium,Germany,2023-12-29 07:11:03.040791
3137,alice_w_3137,Hooli,Basic,Germany,2024-09-01 00:00:00.000000
3138,iris_p_3138,Umbrella Corp,Free,Canada,2024-04-02 00:00:00.000000
3139,emma.v_3139,Vehement Capital,Enterprise,United Kingdom,2022-11-05 00:00:00.000000
3140,henry.m_3140,Tyrell Corp,Basic,Germany,2024-02-16 00:00:00.000000
3141,jean-luc_3141,Stark Industries,Free,United States,2022-10-13 00:00:00.000000
3142,bob.smith_3142,Stark Industries,Basic,Australia,2023-06-19 00:00:00.000000
3143,alice_w_3143,Tyrell Corp,Premium,United Kingdom,2023-06-01 00:00:00.000000
3144,emma.v_3144,Umbrella Corp,Free,United States,2022-02-03 00:00:00.000000
3145,david.l_3145,Initech,Premium,France,2024-04-20 00:00:00.000000
3146,jack_r_3146,Stark Industries,Basic,Canada,2022-02-07 00:00:00.000000
3147,jack_r_3147,Globex,Premium,United States,2023-09-08 00:00:00.000000
3148,grace_h_3148,Cyberdyne Systems,Enterprise,Brazil,2023-07-29 00:00:00.000000
3149,jack_r_3149,Globex,Enterprise,Singapore,2022-06-26 00:00:00.000000
3150,emma.v_3150,Initech,Premium,Singapore,2023-11-20 00:00:00.000000
3151,jack_r_3151,Acme Corp,Basic,Germany,2024-09-13 00:00:00.000000
3152,bob.smith_3152,Stark Industries,Premium,United Kingdom,2023-12-29 07:11:03.040791
3153,frank_g_3153,Initech,Free,India,2024-06-21 00:00:00.000000
3154,emma.v_3154,Vehement Capital,Enterprise,Japan,2024-03-27 00:00:00.000000
3155,jack_r_3155,Globex,Enterprise,Germany,2024-03-26 00:00:00.000000
3156,emma.v_3156,Acme Corp,Enterprise,Australia,2024-10-09 00:00:00.000000
3157,frank_g_3157,Hooli,Premium,Japan,2023-10-27 00:00:00.000000
3158,henry.m_3158,Hooli,Enterprise,India,2023-01-02 00:00:00.000000
3159,jack_r_3159,Cyberdyne Systems,Basic,Singapore,2024-03-14 00:00:00.000000
3160,frank_g_3160,Vehement Capital,Basic,Japan,2025-09-24 00:00:00.000000
3161,emma.v_3161,Vehement Capital,Free,Singapore,2023-12-29 07:11:03.040791
3162,alice_w_3162,Hooli,Enterprise,India,2022-04-17 00:00:00.000000
3163,bob.smith_3163,Cyberdyne Systems,Free,United States,2024-04-20 00:00:00.000000
3164,iris_p_3164,Acme Corp,Premium,Brazil,2023-06-27 00:00:00.000000
3165,bob.smith_3165,Vehement Capital,Enterprise,India,2023-12-29 07:11:03.040791
3166,charlie_k_3166,Acme Corp,Premium,United Kingdom,2022-04-01 00:00:00.000000
3167,bob.smith_3167,Wayne Enterprises,Enterprise,Australia,2025-01-04 00:00:00.000000
3168,frank_g_3168,Cyberdyne Systems,Basic,India,2023-11-16 00:00:00.000000
3169,henry.m_3169,Cyberdyne Systems,Free,United States,2022-05-14 00:00:00.000000
3170,grace_h_3170,Hooli,Basic,Singapore,2025-02-20 00:00:00.000000
3171,iris_p_3171,Umbrella Corp,Premium,Singapore,2022-02-13 00:00:00.000000
3172,grace_h_3172,Tyrell Corp,Enterprise,United States,2022-07-03 00:00:00.000000
3173,bob.smith_3173,Stark Industries,Basic,France,2024-01-27 00:00:00.000000
3174,emma.v_3174,Stark Industries,Free,Canada,2024-09-16 00:00:00.000000
3175,alice_w_3175,Cyberdyne Systems,Enterprise,Canada,2025-08-05 00:00:00.000000
3176,henry.m_3176,Tyrell Corp,Basic,United States,2024-11-21 00:00:00.000000
3177,bob.smith_3177,Initech,Enterprise,France,2023-11-03 00:00:00.000000
3178,emma.v_3178,Cyberdyne Systems,Premium,Australia,2025-04-23 00:00:00.000000
3179,david.l_3179,Wayne Enterprises,Basic,Germany,2023-05-16 00:00:00.000000
3180,bob.smith_3180,Acme Corp,Free,France,2022-02-11 00:00:00.000000
3181,bob.smith_3181,Hooli,Enterprise,India,2023-09-09 00:00:00.000000
3182,grace_h_3182,Vehement Capital,Enterprise,Singapore,2023-12-29 07:11:03.040791
3183,charlie_k_3183,Wayne Enterprises,Free,Germany,2023-07-17 00:00:00.000000
3184,henry.m_3184,Tyrell Corp,Enterprise,United States,2023-02-22 00:00:00.000000
3185,jack_r_3185,Wayne Enterprises,Free,United States,2022-09-11 00:00:00.000000
3186,jean-luc_3186,Hooli,Unknown,Australia,2025-09-11 00:00:00.000000
3187,jack_r_3187,Wayne Enterprises,Basic,United Kingdom,2023-06-19 00:00:00.000000
3188,jack_r_3188,Umbrella Corp,Basic,United Kingdom,2022-02-26 00:00:00.000000
3189,jack_r_3189,Umbrella Corp,Premium,Japan,2025-04-17 00:00:00.000000
3190,charlie_k_3190,Globex,Enterprise,United Kingdom,2025-12-03 00:00:00.000000
3191,frank_g_3191,Wayne Enterprises,Premium,India,2025-05-17 00:00:00.000000
3192,grace_h_3192,Cyberdyne Systems,Premium,United States,2025-09-16 00:00:00.000000
3193,henry.m_3193,Globex,Basic,Brazil,2025-12-09 00:00:00.000000
3194,david.l_3194,Stark Industries,Basic,United Kingdom,2024-12-06 00:00:00.000000
3195,frank_g_703,Initech,Premium,France,2025-07-16 00:00:00.000000
3196,iris_p_3196,Hooli,Free,United States,2025-01-23 00:00:00.000000
3197,charlie_k_3197,Unknowm,Premium,Canada,2022-09-10 00:00:00.000000
3198,iris_p_3198,Cyberdyne Systems,Premium,Singapore,2023-07-05 00:00:00.000000
3199,iris_p_3199,Stark Industries,Premium,India,2022-01-08 00:00:00.000000
3200,charlie_k_3200,Umbrella Corp,Premium,Germany,2025-02-12 00:00:00.000000
