log_id,api_id,request_time,response_time_ms,status_code,request_method,payload_size_kb,cpu_usage,memory_usage,request_count,error_message,server_region,is_error,performance_category
2887,98,2026-05-01 19:02:45,430.37,200,POST,589.284,34.91,21.91,2,No Error,Us-East-1,False,Moderate
2888,45,2026-05-14 02:34:22,584.6,200,PATCH,4057.037,42.57,70.72,1,No Error,Us-West-2,False,Slow
2889,244,2026-05-03 21:35:28,103.58,200,PATCH,2387.401,21.2,36.27,1,No Error,Us-East-1,False,Fast
2890,192,2026-05-11 18:36:09,333.93,204,POST,1617.385,4.32,12.66,1,No Error,Us-East-1,False,Moderate
2891,178,2026-05-05 07:03:00,275.04,200,POST,1288.776,17.44,39.37,1,No Error,Us-East-1,False,Moderate
2892,221,2026-05-16 08:36:33,177.54,200,PATCH,3186.587,28.08,42.63,1,No Error,Us-West-2,False,Fast
2893,114,2026-05-16 18:26:58,288.95,201,GET,8.871,12.53,19.09,2,No Error,Us-West-2,False,Moderate
2894,232,2026-05-04 12:28:04,48.01,204,PUT,52.826,9.0,20.04,5,No Error,Sa-East-1,False,Fast
2895,145,2026-05-21 16:22:57,406.09,204,PATCH,848.744,14.26,16.72,1,No Error,Ap-Southeast-1,False,Moderate
2896,213,2026-05-23 19:03:03,22.95,200,PUT,1382.087,26.51,47.23,1,No Error,Sa-East-1,False,Fast
2897,11,2026-05-24 15:37:38,57.51,400,POST,2734.45,8.88,23.8,2,Bad Request: Invalid JSON payload structure,Sa-East-1,True,Fast
2898,210,2026-05-20 04:28:55,375.0,200,PATCH,1268.683,4.97,51.95,1,No Error,Us-West-2,False,Moderate
2899,183,2026-05-09 04:16:47,388.16,201,PUT,3930.354,12.76,43.61,1,No Error,Eu-West-1,False,Moderate
2900,74,2026-05-05 05:20:46,64.1,403,PATCH,377.693,10.28,17.22,1,Forbidden: Client lacks required read/write scopes,Sa-East-1,True,Fast
2901,220,2026-05-04 16:38:10,23854.88,500,GET,9.067,91.04,89.66,1,Internal Server Error: NullPointerException in controller execution layer,Us-East-1,True,Slow
2902,124,2026-05-12 09:40:59,235.15,204,DELETE,2.368,10.43,50.45,1,No Error,Us-East-1,False,Moderate
2903,84,2026-05-09 00:42:11,114.55,204,DELETE,10.695,16.0,35.87,12,No Error,Us-West-2,False,Fast
2904,175,2026-05-12 21:49:04,192.98,201,DELETE,4.951,20.38,36.84,1,No Error,Sa-East-1,False,Fast
2905,198,2026-05-12 22:33:20,65.44,400,POST,3354.445,1.58,12.86,1,Bad Request: Invalid JSON payload structure,Sa-East-1,True,Fast
2906,48,2026-05-01 23:50:42,437.9,200,DELETE,3.406,33.23,22.44,1,No Error,Us-West-2,False,Moderate
2907,126,2026-05-02 08:01:27,268.37,200,PATCH,370.491,29.99,38.57,1,No Error,Ap-Southeast-1,False,Moderate
2908,184,2026-05-15 13:58:58,181.39,201,DELETE,8.992,29.73,26.81,5,No Error,Us-East-1,False,Fast
2909,237,2026-05-14 09:19:18,209.2,204,PATCH,546.148,7.16,28.85,1,No Error,Ap-Southeast-1,False,Moderate
2910,225,2026-05-11 06:54:50,401.84,204,DELETE,3.603,32.47,45.28,1,No Error,Sa-East-1,False,Moderate
2911,18,2026-05-25 05:42:02,427.38,204,DELETE,5.837,11.19,36.2,1,No Error,Us-West-2,False,Moderate
2912,209,2026-05-16 10:11:38,9.66,429,PATCH,710.466,11.04,21.83,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Sa-East-1,True,Fast
2913,4,2026-05-20 15:28:54,352.2,201,PATCH,1051.917,6.69,32.84,1,No Error,Ap-Southeast-1,False,Moderate
2914,180,2026-05-11 09:05:48,17.97,429,PUT,3804.227,7.62,18.14,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Sa-East-1,True,Fast
2915,214,2026-05-02 00:03:00,271.1,200,POST,3138.218,21.56,38.54,1,No Error,Sa-East-1,False,Moderate
2916,155,2026-05-21 12:22:08,200.385,400,POST,1621.165,165.4,0.0,1,No Error,Eu-West-1,True,Moderate
2917,175,2026-05-25 03:09:27,53.39,429,POST,1791.982,7.38,21.74,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Ap-Southeast-1,True,Fast
2918,190,2026-05-10 07:10:51,386.04,204,PATCH,3867.713,34.62,34.49,1,No Error,Ap-Southeast-1,False,Moderate
2919,139,2026-05-11 01:28:41,92.68,200,PUT,1342.411,24.25,25.68,1,No Error,Sa-East-1,False,Fast
2920,47,2026-05-11 10:42:22,200.385,200,GET,10.873,-99.0,29.34,5,No Error,Eu-West-1,False,Moderate
2921,108,2026-05-22 08:53:34,295.92,204,DELETE,4.086,3.05,29.49,1,No Error,Us-East-1,False,Moderate
2922,155,2026-05-03 09:06:32,175.5,200,PUT,1374.241,33.69,30.45,1,No Error,Ap-Southeast-1,False,Fast
2923,172,2026-05-13 00:24:58,429.57,200,GET,1.857,7.19,49.06,1,No Error,Ap-Southeast-1,False,Moderate
2924,169,2026-05-08 05:26:19,369.24,200,DELETE,4.344,27.48,48.86,1,No Error,Sa-East-1,False,Moderate
2925,244,2026-05-01 03:08:17,84.23,200,GET,12.405,17.34,65.9,1,No Error,Sa-East-1,False,Fast
2926,26,2026-05-14 01:53:40,290.64,200,PUT,2007.715,35.18,42.83,1,No Error,Ap-Southeast-1,False,Moderate
2927,156,2026-05-19 11:43:36,68.18,201,POST,1943.923,25.37,25.85,1,No Error,Ap-Southeast-1,False,Fast
2928,19,2026-05-09 18:09:20,297.81,201,PUT,2438.75,33.77,51.79,1,No Error,Sa-East-1,False,Moderate
2929,94,2026-05-25 01:48:00,28.93,200,PATCH,2508.364,12.92,22.36,1,No Error,Eu-West-1,False,Fast
2930,8,2026-05-10 03:02:59,295.28,200,POST,382.933,27.32,15.14,1,No Error,Sa-East-1,False,Moderate
2931,127,2026-05-21 07:08:37,84.59,200,DELETE,7.396,6.13,29.35,2,No Error,Ap-Southeast-1,False,Fast
2932,113,2026-05-06 21:25:27,83.88,200,POST,3364.377,9.55,34.71,2,No Error,Sa-East-1,False,Fast
2933,167,2026-05-20 23:42:48,27.51,401,GET,9.943,2.05,18.68,1,Unauthorized: Signature mismatch or expired bearer token,Us-East-1,True,Fast
2934,177,2026-05-07 19:51:03,21015.03,503,PATCH,1445.405,90.0,91.8,2,Service Unavailable: Downstream database connection pool timeout,Us-East-1,True,Slow
2935,237,2026-05-11 04:16:28,11.76,429,POST,3905.257,2.75,28.71,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
2936,104,2026-05-16 18:02:04,280.17,201,POST,3720.417,33.66,29.04,1,No Error,Us-East-1,False,Moderate
2937,4,2026-05-09 16:36:04,200.385,200,PUT,469.522,165.4,0.0,1,No Error,Us-East-1,False,Moderate
2938,206,2026-05-20 02:38:23,84.69,201,DELETE,0.138,29.89,46.43,1,No Error,Us-East-1,False,Fast
2939,216,2026-05-18 04:58:36,94.59,200,PUT,2030.192,31.29,18.65,1,No Error,Sa-East-1,False,Fast
2940,84,2026-05-08 10:31:32,141.36,204,PATCH,3897.8,30.89,34.07,1,No Error,Sa-East-1,False,Fast
2941,137,2026-05-14 20:15:06,79.12,429,POST,2226.06,1.82,19.22,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
2942,177,2026-05-23 01:40:47,112.2,200,GET,7.283,21.8,40.49,1,No Error,Sa-East-1,False,Fast
2943,23,2026-05-06 20:03:05,64.88,400,DELETE,0.214,0.47,20.23,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
2944,53,2026-05-18 07:44:04,130.77,200,POST,3839.159,19.37,22.81,1,No Error,Ap-Southeast-1,False,Fast
2945,208,2026-05-24 22:12:57,14.67,403,GET,1.193,5.93,12.73,1,Forbidden: Client lacks required read/write scopes,Us-East-1,True,Fast
2946,66,2026-05-13 19:04:56,377.52,201,PUT,3899.88,29.18,15.95,1,No Error,Us-East-1,False,Moderate
2947,65,2026-05-06 23:42:22,116.6,200,POST,1201.139,1.13,38.23,1,No Error,Sa-East-1,False,Fast
2948,200,2026-05-10 16:33:10,385.8,201,PATCH,1797.677,34.52,37.54,1,No Error,Sa-East-1,False,Moderate
2949,34,2026-05-08 10:40:57,235.84,201,PUT,2343.485,37.49,35.56,1,No Error,Us-East-1,False,Moderate
2950,29,2026-05-14 13:28:00,103.71,201,GET,11.681,24.26,24.46,1,No Error,Eu-West-1,False,Fast
2951,207,2026-05-06 16:03:34,399.59,200,PUT,3837.633,9.78,40.08,1,No Error,Sa-East-1,False,Moderate
2952,249,2026-05-10 21:32:33,130.88,204,POST,3746.339,26.86,48.2,1,No Error,Us-East-1,False,Fast
2953,4,2026-05-17 07:04:17,362.08,200,PUT,1795.487,32.07,49.1,1,No Error,Ap-Southeast-1,False,Moderate
2954,208,2026-05-19 06:34:50,252.98,201,PUT,1019.046,20.3,15.68,1,No Error,Us-West-2,False,Moderate
2955,210,2026-05-07 22:48:00,70.3,429,GET,8.617,7.37,28.48,2,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-East-1,True,Fast
2956,250,2026-05-03 10:22:33,124.65,200,POST,3159.054,13.95,19.18,1,No Error,Eu-West-1,False,Fast
2957,61,2026-05-11 08:10:26,14322.63,503,GET,5.003,96.7,89.23,1,Service Unavailable: Downstream database connection pool timeout,Ap-Southeast-1,True,Slow
2958,116,2026-05-21 18:32:36,239.43,204,POST,2512.109,18.89,13.24,1,No Error,Us-West-2,False,Moderate
2959,165,2026-05-12 13:42:55,366.2,201,DELETE,8.282,20.42,48.3,1,No Error,Ap-Southeast-1,False,Moderate
2960,78,2026-05-18 02:50:09,160.6,200,POST,4073.344,1.4,16.31,1,No Error,Ap-Southeast-1,False,Fast
2961,124,2026-05-18 12:21:29,19.38,404,PUT,2832.212,7.48,18.11,2,Resource Not Found: Endpoint entity collection does not exist,Sa-East-1,True,Fast
2962,111,2026-05-18 20:22:49,61.84,200,DELETE,8.445,11.41,19.52,1,No Error,Eu-West-1,False,Fast
2963,92,2026-05-09 13:15:02,72.04,401,PATCH,3672.904,3.1,22.45,1,Unauthorized: Signature mismatch or expired bearer token,Ap-Southeast-1,True,Fast
2964,105,2026-05-25 20:47:29,163.73,204,PATCH,2235.938,32.05,17.05,1,No Error,Us-East-1,False,Fast
2965,186,2026-05-19 10:28:44,291.02,204,PUT,2388.502,36.86,44.37,2,No Error,Us-East-1,False,Moderate
2966,224,2026-05-13 13:23:43,177.25,204,POST,316.152,26.44,50.23,1,No Error,Us-East-1,False,Fast
2967,190,2026-05-24 07:09:15,23915.81,504,POST,3362.578,91.28,91.43,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Ap-Southeast-1,True,Slow
2968,224,2026-05-06 21:06:47,7.75,400,POST,1357.331,3.91,21.35,1,Bad Request: Invalid JSON payload structure,Us-East-1,True,Fast
2969,139,2026-05-07 12:37:56,432.58,201,GET,6.251,34.83,12.85,1,No Error,Eu-West-1,False,Moderate
2970,63,2026-05-11 13:39:30,349.1,200,DELETE,11.894,23.45,34.73,1,No Error,Ap-Southeast-1,False,Moderate
2971,125,2026-05-07 04:42:26,321.97,200,DELETE,8.809,23.88,49.54,1,No Error,Us-West-2,False,Moderate
2972,239,2026-05-22 08:14:04,428.8,204,DELETE,7.108,32.24,18.97,1,No Error,Sa-East-1,False,Moderate
2973,245,2026-05-23 01:37:17,211.88,201,POST,2240.615,33.13,40.04,1,No Error,Eu-West-1,False,Moderate
2974,32,2026-05-21 00:38:07,79.29,200,PUT,3682.901,3.66,18.13,1,No Error,Sa-East-1,False,Fast
2975,204,2026-05-19 23:50:38,216.35,204,DELETE,3.547,34.49,35.8,1,No Error,Us-East-1,False,Moderate
2976,88,2026-05-03 02:20:42,101.32,201,DELETE,8.684,28.35,41.06,1,No Error,Us-West-2,False,Fast
2977,220,2026-05-10 18:21:56,283.75,200,GET,9.148,16.26,20.08,1,No Error,Us-West-2,False,Moderate
2978,148,2026-05-16 05:01:52,382.29,200,GET,0.62,29.76,27.65,1,No Error,Us-East-1,False,Moderate
2979,196,2026-05-22 20:21:21,200.39,200,PUT,1071.488,16.41,46.79,1,No Error,Us-East-1,False,Moderate
2980,144,2026-05-01 03:08:17,444.77,400,GET,3.925,42.47,65.24,1,No Error,Ap-Southeast-1,True,Moderate
2981,136,2026-05-16 09:50:57,80.41,200,PATCH,1603.757,37.06,51.9,1,No Error,Us-West-2,False,Fast
2982,82,2026-05-19 07:42:40,394.32,200,DELETE,9.102,33.18,16.69,1,No Error,Sa-East-1,False,Moderate
2983,15,2026-05-02 09:45:10,317.52,201,PUT,3469.329,33.45,46.36,1,No Error,Sa-East-1,False,Moderate
2984,56,2026-05-05 15:53:06,109.21,201,PUT,634.944,27.57,51.87,1,No Error,Us-East-1,False,Fast
2985,249,2026-05-25 08:30:14,333.26,201,PUT,3014.932,36.01,21.38,1,No Error,Us-East-1,False,Moderate
2986,128,2026-05-21 18:03:06,276.48,201,POST,89.345,36.35,33.53,1,No Error,Ap-Southeast-1,False,Moderate
2987,220,2026-05-16 00:56:51,21.68,403,PUT,95.385,11.58,28.72,1,Forbidden: Client lacks required read/write scopes,Sa-East-1,True,Fast
2988,62,2026-05-23 03:07:59,239.2,200,GET,7.025,21.05,24.08,1,No Error,Us-East-1,False,Moderate
2989,92,2026-05-13 07:40:31,214.92,204,DELETE,3.936,19.73,50.71,1,No Error,Eu-West-1,False,Moderate
2990,203,2026-05-25 07:31:32,359.5,200,GET,4.051,32.61,17.3,1,No Error,Sa-East-1,False,Moderate
2991,98,2026-05-16 02:56:10,353.56,201,DELETE,8.545,11.59,17.38,2,No Error,Us-West-2,False,Moderate
2992,16,2026-05-17 07:00:17,16043.59,503,GET,7.584,94.6,92.18,2,Service Unavailable: Downstream database connection pool timeout,Us-East-1,True,Slow
2993,180,2026-05-15 06:39:01,77.79,201,POST,365.029,10.39,16.15,1,No Error,Ap-Southeast-1,False,Fast
2994,205,2026-05-11 18:37:29,65.77,200,DELETE,1.752,31.7,43.64,1,No Error,Sa-East-1,False,Fast
2995,71,2026-05-25 08:34:52,54.64,200,PATCH,1126.38,12.15,33.12,2,No Error,Ap-Southeast-1,False,Fast
2996,143,2026-05-12 04:23:45,266.14,201,DELETE,4.669,18.61,27.29,1,No Error,Sa-East-1,False,Moderate
2997,61,2026-05-14 20:54:41,363.81,200,GET,7.926,18.68,47.38,5,No Error,Us-East-1,False,Moderate
2998,48,2026-05-08 06:08:06,215.29,200,PATCH,2928.176,35.03,21.05,2,No Error,Eu-West-1,False,Moderate
2999,119,2026-05-24 12:53:25,99999.99,500,GET,6.932,17.42,0.0,1,CRITICAL_TELEMETRY_DROP_OUT,Us-West-2,True,Slow
3000,82,2026-05-15 18:46:57,84.19,201,PATCH,834.264,30.31,34.32,1,No Error,Ap-Southeast-1,False,Fast
3001,35,2026-05-01 03:08:17,485.9,200,POST,2963.942,59.04,49.71,1,No Error,Ap-Southeast-1,False,Moderate
3002,17,2026-05-23 22:16:56,374.56,200,PUT,3449.761,31.02,38.96,1,No Error,Eu-West-1,False,Moderate
3003,190,2026-05-10 11:54:38,90.76,201,DELETE,5.85,36.31,52.04,1,No Error,Ap-Southeast-1,False,Fast
3004,245,2026-05-02 23:58:28,13744.85,504,DELETE,0.15,92.02,90.95,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Us-West-2,True,Slow
3005,39,2026-05-01 00:49:30,73.21,200,GET,8.285,5.58,36.26,2,No Error,Sa-East-1,False,Fast
3006,85,2026-05-02 09:19:22,388.12,200,GET,4.101,7.84,22.76,1,No Error,Sa-East-1,False,Moderate
3007,82,2026-05-13 16:12:44,71.12,201,POST,12.628,17.88,29.25,1,No Error,Us-East-1,False,Fast
3008,153,2026-05-10 11:24:31,316.15,201,GET,0.914,13.17,26.6,1,No Error,Sa-East-1,False,Moderate
3009,118,2026-05-20 20:02:52,215.85,200,POST,1968.718,32.78,21.71,1,No Error,Us-West-2,False,Moderate
3010,203,2026-05-23 09:57:55,268.14,200,GET,11.163,24.51,21.87,1,No Error,Sa-East-1,False,Moderate
3011,164,2026-05-16 17:15:41,219.5,204,PATCH,3951.923,13.58,28.84,1,No Error,Us-West-2,False,Moderate
3012,176,2026-05-02 14:55:20,179.24,201,PATCH,1275.367,25.27,40.43,1,No Error,Us-East-1,False,Fast
3013,74,2026-05-23 10:10:20,249.6,200,PATCH,3950.48,12.88,41.08,1,No Error,Ap-Southeast-1,False,Moderate
3014,130,2026-05-13 22:23:19,343.13,200,POST,1161.562,19.81,36.52,1,No Error,Eu-West-1,False,Moderate
3015,246,2026-05-05 05:59:44,182.53,204,GET,5.513,5.29,26.49,1,No Error,Ap-Southeast-1,False,Fast
3016,221,2026-05-23 01:53:34,67.47,200,PATCH,661.383,36.01,45.6,1,No Error,Sa-East-1,False,Fast
3017,221,2026-05-09 15:28:03,64.84,403,GET,7.372,8.38,12.41,1,Forbidden: Client lacks required read/write scopes,Sa-East-1,True,Fast
3018,73,2026-05-24 04:37:58,200.385,500,GET,8.97,165.4,0.0,1,CRITICAL_TELEMETRY_DROP_OUT,Ap-Southeast-1,True,Moderate
3019,132,2026-05-18 15:52:14,115.87,204,PUT,73.414,36.33,20.38,1,No Error,Us-West-2,False,Fast
3020,44,2026-05-08 15:52:32,333.03,200,DELETE,6.193,28.11,48.92,1,No Error,Sa-East-1,False,Moderate
3021,167,2026-05-07 00:33:33,77.5,200,GET,8.629,25.22,44.83,5,No Error,Us-East-1,False,Fast
3022,27,2026-05-09 03:37:33,269.25,201,DELETE,6.887,17.52,29.55,1,No Error,Us-East-1,False,Moderate
3023,32,2026-05-09 10:12:45,442.86,200,GET,9.247,5.63,41.36,1,No Error,Us-West-2,False,Moderate
3024,90,2026-05-06 11:59:48,6096.69,500,PATCH,1001.668,98.17,92.91,1,Internal Server Error: NullPointerException in controller execution layer,Ap-Southeast-1,True,Slow
3025,35,2026-05-14 23:37:27,130.58,204,POST,168.096,32.44,31.28,1,No Error,Sa-East-1,False,Fast
3026,189,2026-05-05 10:51:57,431.52,200,PUT,2476.021,3.57,31.3,1,No Error,Sa-East-1,False,Moderate
3027,236,2026-05-21 14:09:48,-1.0,400,POST,2764.441,17.42,0.0,1,No Error,Eu-West-1,True,Fast
3028,141,2026-05-05 20:45:54,44.35,400,PATCH,1468.261,2.72,26.24,1,Bad Request: Invalid JSON payload structure,Us-East-1,True,Fast
3029,105,2026-05-15 05:28:58,445.51,200,PATCH,260.133,25.21,18.75,1,No Error,Us-East-1,False,Moderate
3030,5,2026-05-17 00:04:39,157.06,200,POST,474.09,22.69,13.42,1,No Error,Us-West-2,False,Fast
3031,179,2026-05-03 09:05:50,143.31,201,POST,2536.051,23.12,45.44,1,No Error,Eu-West-1,False,Fast
3032,134,2026-05-03 07:53:16,66.01,400,POST,3780.717,7.76,10.86,1,Bad Request: Invalid JSON payload structure,Us-East-1,True,Fast
3033,160,2026-05-24 09:45:27,37.8,204,PUT,179.336,5.47,37.18,1,No Error,Us-West-2,False,Fast
3034,144,2026-05-20 22:16:59,54.93,403,GET,7.878,9.76,21.39,1,Forbidden: Client lacks required read/write scopes,Us-West-2,True,Fast
3035,171,2026-05-22 18:00:22,366.12,204,POST,1391.528,32.97,15.27,1,No Error,Eu-West-1,False,Moderate
3036,116,2026-05-13 18:01:03,179.37,500,GET,6.662,21.09,70.6,1,CRITICAL_TELEMETRY_DROP_OUT,Us-East-1,True,Fast
3037,235,2026-05-18 20:20:57,35.0,403,DELETE,2.918,5.11,25.1,1,Forbidden: Client lacks required read/write scopes,Sa-East-1,True,Fast
3038,160,2026-05-16 07:45:32,433.35,200,PUT,1215.991,19.97,49.67,2,No Error,Us-East-1,False,Moderate
3039,30,2026-05-07 07:08:21,81.01,403,POST,2900.809,3.97,21.3,2,Forbidden: Client lacks required read/write scopes,Sa-East-1,True,Fast
3040,219,2026-05-04 16:35:44,99.72,204,GET,2.33,28.1,19.8,1,No Error,Us-East-1,False,Fast
3041,18,2026-05-23 13:01:02,346.1,204,PATCH,371.371,32.07,26.79,1,No Error,Sa-East-1,False,Moderate
3042,161,2026-05-21 14:59:13,351.07,200,PUT,1945.927,21.54,14.54,1,No Error,Us-West-2,False,Moderate
3043,54,2026-05-16 01:57:10,32.94,201,DELETE,4.466,1.19,31.95,1,No Error,Ap-Southeast-1,False,Fast
3044,127,2026-05-24 09:19:26,68.11,200,PATCH,331.616,3.68,22.15,1,No Error,Eu-West-1,False,Fast
3045,223,2026-05-17 09:17:38,235.04,200,PUT,821.081,31.9,23.2,2,No Error,Sa-East-1,False,Moderate
3046,99,2026-05-14 16:05:28,144.23,200,PATCH,1678.816,33.74,21.93,1,No Error,Us-West-2,False,Fast
3047,73,2026-05-21 10:12:47,114.19,200,GET,7.14,21.26,49.94,5,No Error,Sa-East-1,False,Fast
3048,69,2026-05-21 18:52:34,346.43,204,PUT,3401.363,23.75,23.72,2,No Error,Sa-East-1,False,Moderate
3049,53,2026-05-18 06:20:03,26.76,201,DELETE,3.49,24.88,41.87,1,No Error,Us-East-1,False,Fast
3050,205,2026-05-23 20:22:14,187.9,204,DELETE,7.114,22.15,35.31,2,No Error,Eu-West-1,False,Fast
3051,184,2026-05-17 07:37:23,26856.0,504,PUT,2893.924,94.06,90.03,2,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Eu-West-1,True,Slow
3052,85,2026-05-17 23:27:43,321.59,204,GET,10.15,29.17,38.68,5,No Error,Ap-Southeast-1,False,Moderate
3053,246,2026-05-13 17:48:31,359.36,200,DELETE,5.399,4.22,48.34,2,No Error,Us-West-2,False,Moderate
3054,4,2026-05-17 23:32:41,231.08,201,GET,3.615,29.8,43.3,1,No Error,Eu-West-1,False,Moderate
3055,73,2026-05-05 11:06:19,208.02,200,GET,4.023,19.07,50.13,1,No Error,Ap-Southeast-1,False,Moderate
3056,154,2026-05-08 08:40:52,379.13,200,GET,3.968,27.62,38.09,1,No Error,Sa-East-1,False,Moderate
3057,110,2026-05-05 08:28:29,275.05,200,DELETE,8.044,25.44,42.47,1,No Error,Sa-East-1,False,Moderate
3058,117,2026-05-06 16:05:52,283.12,200,PATCH,3959.324,4.21,13.79,1,No Error,Sa-East-1,False,Moderate
3059,236,2026-05-23 14:47:29,69.09,200,POST,1809.658,27.88,38.51,1,No Error,Eu-West-1,False,Fast
3060,25,2026-05-03 17:56:56,378.52,200,GET,11.826,7.35,52.16,1,No Error,Ap-Southeast-1,False,Moderate
3061,159,2026-05-02 05:56:52,230.07,201,PUT,1814.206,10.54,18.36,1,No Error,Ap-Southeast-1,False,Moderate
3062,101,2026-05-14 13:59:19,279.16,400,PUT,3908.595,29.42,53.76,1,No Error,Eu-West-1,True,Moderate
3063,160,2026-05-19 13:33:00,309.42,200,PATCH,2977.326,16.0,39.91,1,No Error,Us-East-1,False,Moderate
3064,120,2026-05-17 15:44:54,240.07,204,DELETE,1.293,37.87,49.89,5,No Error,Ap-Southeast-1,False,Moderate
3065,240,2026-05-18 07:20:29,425.2,204,POST,1725.005,31.71,43.61,1,No Error,Us-West-2,False,Moderate
3066,191,2026-05-24 06:58:58,200.385,500,PATCH,1357.786,17.42,0.0,1,CRITICAL_TELEMETRY_DROP_OUT,Sa-East-1,True,Moderate
3067,70,2026-05-01 06:20:59,352.63,200,PUT,2807.684,7.17,31.23,1,No Error,Sa-East-1,False,Moderate
3068,102,2026-05-10 16:58:16,93.35,200,GET,10.751,20.91,21.59,1,No Error,Us-East-1,False,Fast
3069,190,2026-05-05 08:28:09,227.16,200,GET,8.911,6.91,45.63,1,No Error,Us-East-1,False,Moderate
3070,81,2026-05-21 12:21:23,440.66,200,GET,8.323,23.3,31.2,1,No Error,Ap-Southeast-1,False,Moderate
3071,247,2026-05-15 11:51:43,109.25,201,DELETE,1.801,20.46,21.98,2,No Error,Sa-East-1,False,Fast
3072,7,2026-05-08 07:47:42,349.09,200,PATCH,1089.733,23.41,30.36,1,No Error,Us-West-2,False,Moderate
3073,144,2026-05-04 03:22:28,29515.23,504,POST,610.897,95.64,89.45,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Eu-West-1,True,Slow
3074,128,2026-05-09 23:23:25,289.33,204,DELETE,2.348,1.82,34.61,1,No Error,Ap-Southeast-1,False,Moderate
3075,104,2026-05-04 00:55:53,13.16,201,GET,6.546,28.2,20.3,1,No Error,Sa-East-1,False,Fast
3076,209,2026-05-15 10:48:14,239.78,200,PATCH,2245.969,27.64,21.86,1,No Error,Us-West-2,False,Moderate
3077,40,2026-05-21 04:45:58,418.07,201,PATCH,6.279,35.98,37.39,1,No Error,Us-West-2,False,Moderate
3078,54,2026-05-13 01:35:00,201.36,200,GET,4.918,9.89,46.89,1,No Error,Ap-Southeast-1,False,Moderate
3079,62,2026-05-07 19:11:41,398.23,200,PATCH,1119.416,27.76,33.38,1,No Error,Ap-Southeast-1,False,Moderate
3080,133,2026-05-01 16:56:03,43.54,200,GET,11.044,31.32,18.76,1,No Error,Us-East-1,False,Fast
3081,200,2026-05-17 20:50:48,72.93,404,POST,2165.141,2.97,22.41,1,Resource Not Found: Endpoint entity collection does not exist,Us-West-2,True,Fast
3082,105,2026-05-24 20:55:32,319.05,201,DELETE,3.709,38.4,49.66,1,No Error,Us-West-2,False,Moderate
3083,240,2026-09-05 19:27:51,94.5,200,POST,2961.88,28.74,70.0,1,No Error,Us-East-1,False,Fast
3084,130,2026-05-15 09:07:29,90.63,500,POST,890.38,7.01,17.92,1,    CRITICAL_TELEMETRY_DROP_OUT,Eu-West-1,True,Fast
3085,204,2026-05-11 09:14:54,60.05,401,GET,5.254,7.95,22.68,1,Unauthorized: Signature mismatch or expired bearer token,Ap-Southeast-1,True,Fast
3086,190,2026-05-07 00:26:10,365.09,201,POST,188.681,31.49,44.23,1,No Error,Ap-Southeast-1,False,Moderate
3087,160,2026-05-24 22:39:43,121.32,200,PUT,1690.444,61.47,48.38,1,No Error,Sa-East-1,False,Fast
3088,147,2026-05-07 10:03:05,359.24,200,POST,345.801,14.21,25.7,1,No Error,Sa-East-1,False,Moderate
3089,85,2026-05-19 22:37:32,315.4,200,DELETE,1.656,28.27,20.23,2,No Error,Sa-East-1,False,Moderate
3090,177,2026-05-12 18:04:18,84.58,404,POST,2844.793,11.96,24.67,2,Resource Not Found: Endpoint entity collection does not exist,Sa-East-1,True,Fast
3091,209,2026-05-17 01:04:45,338.39,201,POST,2078.844,38.1,42.8,1,No Error,Us-West-2,False,Moderate
3092,57,2026-05-25 09:44:43,384.27,204,GET,0.404,8.25,35.63,1,No Error,Sa-East-1,False,Moderate
3093,68,2026-07-05 06:41:22,306.36,400,PATCH,1155.765,49.48,44.18,1,No Error,Ap-Southeast-1,True,Moderate
3094,145,2026-05-21 06:54:10,58.9,429,PATCH,16.611,11.02,15.81,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Eu-West-1,True,Fast
3095,221,2026-05-03 12:13:21,9657.55,500,POST,3543.957,90.89,94.48,1,Internal Server Error: NullPointerException in controller execution layer,Ap-Southeast-1,True,Slow
3096,112,2026-05-07 07:00:54,29.91,429,DELETE,10.304,9.18,24.67,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-East-1,True,Fast
3097,4,2026-05-20 02:50:03,274.1,204,PUT,2169.134,6.16,28.21,2,No Error,Us-West-2,False,Moderate
3098,172,2026-05-02 20:44:21,48.58,201,POST,3694.147,20.82,41.59,1,No Error,Us-West-2,False,Fast
3099,244,2026-05-16 22:55:26,150.12,200,GET,1.117,37.56,20.91,1,No Error,Us-West-2,False,Fast
3100,34,2026-05-17 02:18:29,124.77,200,PATCH,3631.082,22.1,32.31,1,No Error,Us-West-2,False,Fast
3101,221,2026-05-04 14:10:19,361.18,204,DELETE,0.946,34.0,45.41,1,No Error,Sa-East-1,False,Moderate
